temperatura Inverno; temperatura Primavera; temperatura Verão; temperatura Outono
9,79423;19,93748;28,18608;7,29479
4,82683;27,24276;31,57574;20,71851
11,22202;16,23696;26,37271;11,85993
13,81633;14,66821;37,46922;8,97441
13,09553;14,56203;25,97408;7,63229
9,18283;26,20953;30,76768;10,17464
12,12145;26,11713;21,88313;16,88659
10,476;22,69174;30,98346;6,39934
14,62294;21,88278;16,86406;10,76791
3,31547;23,5797;23,81973;22,00137
6,81003;17,79932;26,86583;7,86298
5,45651;13,11005;20,18747;20,55594
9,55027;15,49783;15,08954;13,35421
12,7909;13,19192;30,06735;10,67654
6,78088;12,93479;37,94167;12,10918
4,17669;18,08969;15,49149;13,44483
12,43931;25,60553;22,72716;21,36447
9,9965;21,67817;23,14668;12,30943
7,10575;20,59931;25,15695;28,0664
11,86496;28,77232;28,98424;17,6795
2,10142;28,2237;42,15664;21,1702
3,94593;24,57105;34,20257;21,69502
5,74008;20,64131;48,55262;9,53084
7,546;14,24092;44,45308;14,42517
14,72058;16,62385;39,44837;20,58297
11,55688;27,62771;20,06733;14,68039
3,227;26,66973;17,62463;13,1664
7,60452;21,45223;27,78809;19,7791
13,38495;16,49392;31,39344;9,07117
3,49228;27,28517;30,81149;16,54173
13,03907;14,02033;21,1637;24,97345
2,40948;27,23375;22,29506;18,29475
5,86593;28,85246;44;15,51758
3,43256;16,93802;24,26982;12,58793
9,22721;23,63168;30,28887;10,3731
12,54471;25,55949;35,81528;6,69386
14,08035;17,84818;17,25721;13,98422
3,06846;20,0822;17,71021;19,97241
2,18967;21,67422;25,64222;6,66169
13,41477;22,24786;36,43234;13,96163
4,12097;18,81041;43,66703;11,18809
14,54146;13,05009;30,94043;7,78024
9,32854;23,50975;19,8561;22,14098
12,87958;18,58091;35,23595;12,52796
10,57659;19,5987;27,77505;13,92835
13,28879;15,40466;36,66893;16,76518
13,56866;26,85839;16,03342;8,54883
2,16094;20,29776;18,4699;8,15424
10,15112;14,89898;29,74375;26,0465
9,94565;25,82083;30,38601;17,07029
7,99579;22,42327;22,65087;20,25587
4,37421;21,66576;24,86023;9,99821
2,37817;19,50234;45,79634;17,73831
4,0686;15,64966;25,54704;10,07825
10,71412;14,70705;27,74552;11,88032
5,61591;20,73152;34,01108;27,77626
5,19887;14,18619;41,71604;14,19561
12,40544;15,44245;34,68916;24,37966
6,90251;21,93751;42,54655;8,98377
10,92324;11,30528;29,03946;17,55562
5,34691;22,28101;41,8113;28,47209
12,89875;24,58752;41,95732;15,831
10,14495;27,04046;25,79111;23,8507
3,83766;17,28143;51,01543;18,27639
11,08762;20,59566;25,94182;14,68639
5,45828;15,89339;24,88735;25,52769
2,87394;18,39254;27,68672;20,74912
9,29415;27,03364;28,84591;13,70662
4,88636;18,0801;16,44321;25,91317
4,91752;21,56052;30,41707;14,03637
5,30889;19,98444;41,31545;11,26826
11,57785;29,94804;51,44834;29,5277
2,89104;26,43728;35,55035;15,43764
2,50104;26,5254;32,31494;13,40881
9,59719;29,73194;32,62292;10,95242
8,14216;17,96493;29,68153;30,64678
10,70434;22,0662;45,77148;17,28965
5,57128;20,05297;21,60652;25,7171
2,97202;15,72708;29,27024;7,84507
10,16473;20,13686;32,44524;15,36131
6,79339;21,10509;31,9013;27,06826
9,39734;21,85364;26,53254;12,80109
9,62848;19,00451;51,93606;18,5068
8,83255;23,97186;26,8027;6,95557
3,03776;24,85878;38,03322;6,57793
14,19304;26,76792;11,55822;26,11792
6,68866;22,35875;28,84706;20,38446
6,49246;23,11879;53,16853;8,52934
12,3516;19,09726;30,26245;6,52287
13,70785;22,93224;11,59764;13,531
14,07663;14,93195;26,82084;11,49849
7,98058;25,11632;36,22949;14,03245
7,03103;19,34671;32,9985;11,33822
2,22137;22,6758;39,40523;24,18075
9,35547;27,20401;21,86453;13,98825
3,65167;16,83389;30,60275;28,71967
2,47545;25,08375;20,56305;11,02561
6,89108;15,05969;26,12423;8,10286
7,59139;20,94654;32,44167;15,79497
9,86915;22,04696;33,48633;24,57799
2,20954;18,69044;14,60907;17,90309
4,03248;23,69979;17,49071;23,93981
8,10386;29,75073;16,68058;27,40511
8,98673;19,30802;22,29282;13,45073
4,69216;21,12978;17,78132;9,55693
10,07236;27,00039;44,05054;15,17632
14,53579;19,69056;38,21164;15,73463
7,15439;29,90144;4,97755;7,47784
14,23954;18,56048;23,60247;15,75581
12,60798;28,00533;44,25004;10,75043
6,03444;17,2117;33,16881;23,56831
13,6147;27,20182;20,94152;26,11704
5,51188;16,52462;24,6162;17,98429
12,22862;26,27632;23,83869;21,42796
5,47119;15,52414;39,91463;14,12895
8,51926;27,19457;34,93779;8,84629
11,41589;13,31025;20,71543;8,74594
6,51112;18,10067;40,29821;11,35302
7,54746;28,21244;23,77648;9,73485
10,69114;24,26165;14,78355;17,17242
14,96058;17,64188;22,82227;8,54717
5,88669;24,44073;25,89155;12,86001
3,33412;21,33471;24,56087;22,83205
13,18538;22,58689;33,23927;10,06667
11,56905;14,71701;23,67923;20,67285
8,8941;20,20554;13,51228;22,18222
4,27324;29,17503;27,15263;17,12747
5,95803;20,69197;42,06523;27,04141
12,59652;17,50676;29,91479;9,37568
9,68273;20,33706;33,61688;9,32211
10,93372;23,98641;27,06211;15,79788
4,44329;15,66912;29,14346;6,90427
2,33272;27,39116;25,95678;14,49359
4,50898;23,59506;28,79982;10,28778
3,85632;29,26738;13,94018;8,7566
3,35883;20,71869;24,35108;12,48623
3,57686;23,99622;17,60903;22,29711
9,38047;29,72225;40,08652;26,38768
8,64866;16,39267;31,94245;26,14329
11,61117;23,22079;25,51891;13,65885
8,96355;20,12537;21,71184;29,57688
11,94516;25,87574;29,16619;9,66286
14,09744;13,51793;39,29911;8,38865
3,75593;23,86299;19,68743;26,29088
13,59086;13,18967;44,79469;6,74765
12,19589;26,82092;24,01062;15,03697
14,45257;17,8849;47,93385;11,81098
7,08222;23,39606;46,33379;8,60211
10,15434;21,18403;35,16882;15,8266
13,56575;15,3674;37,62157;25,35534
2,20708;10,7954;49,53948;17,48035
6,03558;16,69531;33,63266;11,26732
10,72591;26,90301;21,79341;6,70647
9,52605;19,21601;25,28366;23,97851
6,6467;26,76193;17,60719;10,61391
6,37102;14,96062;15,17029;22,19652
3,53206;17,94354;23,13464;25,82101
7,86567;29,28146;24,16631;22,39049
8,17454;26,28695;36,73932;19,63146
3,13553;18,08873;31,70991;12,60072
5,58292;24,26051;32,25879;16,21498
10,42963;22,65793;35,7374;24,17422
6,92894;22,62618;33,34173;16,92721
14,31869;19,03481;35,33964;18,61081
5,78223;16,34462;37,38295;22,35436
10,22415;21,70222;31,47211;9,03079
9,50655;13,29174;38,5689;8,16339
7,78049;24,24163;26,31645;24,51509
12,20749;22,26587;7,65917;9,53551
12,45699;29,62427;35,10573;11,31317
13,67791;21,51393;25,24389;21,76202
9,86739;23,03891;21,22994;23,15507
9,5909;25,85007;41,60432;7,13827
13,27413;29,49547;41,04978;15,45504
8,83911;22,75925;26,13827;9,65582
2,9605;26,98884;40,2644;12,78401
10,65313;15,49116;20,15927;24,46568
13,67719;18,71206;37,89267;17,02226
11,5811;21,05785;29,39285;22,10508
9,06398;28,57182;24,63989;12,91078
13,84583;29,34598;29,62945;7,93135
12,36145;21,18425;29,65519;18,65563
13,1767;16,87499;47,50283;19,37225
14,43755;28,17108;31,59569;13,35122
3,24311;22,2816;46,93473;9,14637
3,99986;22,19472;29,19822;16,22824
13,98607;17,17007;37,8701;12,73013
2,20327;22,97615;34,38761;21,32438
12,78803;18,53711;21,66023;17,88608
9,81625;26,94896;36,80276;7,60252
5,76254;20,50971;48,25134;9,43624
11,8154;28,082;23,66877;8,80244
12,84724;29,092;27,87921;8,38322
7,13939;18,32553;24,54344;13,46249
6,60335;22,98415;29,4484;24,16022
6,27075;26,62455;19,12002;9,31314
2,05536;26,63722;34,97157;19,7382
6,00939;29,22569;30,79485;17,69522
14,83406;12,92823;37,22902;24,42667
10,9579;21,26249;11,81365;14,10152
4,73998;23,29382;19,75885;28,45702
13,81923;13,82611;26,82747;12,24774
2,44031;25,04414;27,44132;20,77515
9,09527;29,6919;37,03217;14,57372
10,80932;26,4053;24,99299;24,07246
14,41648;15,89188;25,26899;12,24091
9,76723;27,46869;29,30692;13,23068
12,79091;20,16178;41,02878;10,4546
2,85633;17,87342;32,35948;11,99452
14,06385;26,39834;7,96616;19,14233
5,09451;19,97909;47,86121;13,07631
13,87149;28,14767;8,35278;15,82956
3,38663;24,82817;25,48073;7,04698
11,16224;24,25337;25,85988;6,35706
8,36381;22,76406;24,12108;17,55875
14,77295;29,43476;34,49821;17,82801
11,51196;27,90059;-5,47542;9,80991
14,67606;27,32192;44;14,67947
13,16429;17,95071;29,72614;16,52477
9,84719;18,1818;11,13141;22,07282
12,8281;15,83131;32,91502;17,11481
14,71986;17,92705;26,52255;9,3175
10,09975;12,11634;35,08255;20,55596
13,34463;22,89896;39,8129;7,97026
6,62826;19,41262;56,72032;17,6335
5,12345;22,47741;30,94755;12,13614
10,31419;27,06547;19,06315;16,09916
9,47727;17,10993;15,36997;21,28595
13,78316;22,9358;25,79889;22,41309
3,0215;19,63429;33,1491;10,24138
5,62864;27,23848;22,10428;15,80595
6,67762;17,86222;15,84263;13,60532
2,1407;18,17533;25,19689;23,81382
12,37032;29,08366;7,47924;22,46138
4,40443;24,65712;34,99608;10,84018
13,1009;17,82735;24,20626;19,8577
8,43166;21,5912;27,30961;26,49043
6,12401;26,80859;30,45735;15,44229
5,53352;20,79703;42,31536;12,25347
10,19267;16,0255;32,44827;15,18778
12,12085;12,30726;16,25722;14,68964
5,52027;12,51172;27,51249;16,45907
4,96626;27,20044;36,57061;6,06356
5,27484;27,37914;27,36491;10,77564
5,12827;18,988;20,76232;23,59487
8,24645;22,8593;56,87546;11,18784
14,93915;24,93909;46,87597;10,02004
5,38091;26,08712;19,05319;10,41337
5,92496;16,5245;37,72856;20,3351
3,35995;21,33085;33,27174;17,3855
3,25716;29,54679;35,84369;17,11248
4,42803;25,52269;24,03217;16,45337
8,34128;16,10671;12,70882;23,34259
12,45905;18,15774;36,59554;16,9865
11,70912;24,64443;25,63283;12,45166
12,45082;16,72732;20,22942;24,41049
8,28949;26,65207;45,31046;10,57439
11,50365;25,92468;28,0397;29,10406
6,94951;24,74678;16,86382;6,22111
13,04122;29,59626;11,40184;17,17424
3,49804;10,70814;39,9731;12,83123
14,86988;20,42037;38,21814;13,54405
9,9659;20,41338;32,8517;8,70718
7,3385;20,53259;31,5044;14,18788
5,28193;29,54862;33,52432;13,58206
8,68848;22,31476;18,40819;29,53492
10,56902;18,98494;42,21927;22,89863
14,89519;24,68362;33,59697;8,17687
13,33113;25,58837;22,64084;8,22223
14,26385;17,89278;41,92486;17,70304
14,19078;19,63183;32,71045;16,21981
2,50737;13,22419;50,17454;23,14626
13,48873;23,35436;44,06676;15,83801
4,39892;27,7565;14,02259;19,85806
13,65558;13,99976;35,8805;18,25081
6,6416;14,82225;33,31939;14,88263
13,51061;27,36371;12,35657;9,03718
12,76072;28,2603;31,28178;6,33369
3,5014;17,70249;34,16013;18,17366
7,41611;17,67393;31,91377;17,67457
10,85052;22,32049;26,56439;13,11994
8,01224;27,45238;23,44969;18,53131
6,86936;21,2803;46,49167;27,81617
2,20025;13,75914;38,92799;14,58352
5,59723;24,98289;25,66122;9,05782
5,30826;15,43436;35,46025;21,64347
10,95446;16,02434;31,68093;9,81775
3,78379;18,46145;30,72999;17,23413
2,80472;26,90996;27,20474;12,99833
12,90612;26,58523;38,06195;28,77053
5,51458;13,86434;27,55175;14,25617
3,73684;19,11933;25,51234;10,76745
2,60202;19,05837;47,32962;6,09432
11,07714;24,82702;33,69038;15,00044
14,97134;26,1523;43,16049;22,82939
9,0311;26,9345;14,90595;9,79931
6,6458;21,20058;22,1983;9,07826
11,21986;17,23631;16,87983;16,6348
5,2038;19,5254;24,89697;19,04777
14,22485;29,85846;30,31704;6,52173
10,68721;16,04278;34,57859;8,89996
8,07387;24,22952;29,20971;24,62989
